Gmt time,Open,High,Low,Close,Volume,EMA,EMASignal,isPivot,pointpos,pattern_detected,pointBreak
01.09.2022 16:00:00.000,255.766,256.437,255.686,256.326,2.022,256.59965339984615,0,0,,0,0
01.09.2022 16:05:00.000,256.317,256.677,256.086,256.516,1.8408,256.59321852293493,0,0,,0,0
01.09.2022 16:10:00.000,256.517,256.607,256.316,256.547,2.3976,256.58966325193995,0,0,,0,0
01.09.2022 16:15:00.000,256.546,256.917,256.496,256.627,1.9512,256.592535309483,0,0,,0,0
01.09.2022 16:20:00.000,256.617,256.627,256.296,256.427,1.9152,256.5798018241382,0,0,,0,0
01.09.2022 16:25:00.000,256.436,256.737,256.247,256.497,1.9332,256.57343245305066,0,0,,0,0
01.09.2022 16:30:00.000,256.506,256.587,256.256,256.456,2.0772000000000004,256.5643991874314,0,0,,0,0
01.09.2022 16:35:00.000,256.426,256.487,256.026,256.197,2.0664,256.53613771147513,0,0,,0,0
01.09.2022 16:40:00.000,256.166,256.406,256.046,256.397,1.7064,256.52543481059246,0,0,,0,0
01.09.2022 16:45:00.000,256.397,256.477,256.196,256.277,1.4892,256.5063244405469,0,0,,0,0
